latitude,longitude,depth
35.153270,129.131930,0.66
35.153270,129.132040,0.70
35.153270,129.132150,0.38
35.153270,129.132260,0.72
35.153270,129.132370,0.50
35.153270,129.132480,0.79
35.153270,129.132590,0.00
35.153270,129.132700,0.00
35.153270,129.132810,0.00
35.153270,129.132920,0.36
35.153270,129.133030,0.15
35.153270,129.133140,0.00
35.153270,129.133250,4.90
35.153270,129.133360,9.80
35.153270,129.133470,12.00
35.153270,129.133580,9.80
35.153270,129.133690,4.90
35.153270,129.133800,0.00
35.153270,129.133910,0.28
35.153270,129.134020,0.13
35.153180,129.134020,0.50
35.153180,129.133910,0.13
35.153180,129.133800,0.00
35.153180,129.133690,6.93
35.153180,129.133580,12.00
35.153180,129.133470,13.86
35.153180,129.133360,12.00
35.153180,129.133250,6.93
35.153180,129.133140,0.00
35.153180,129.133030,0.54
35.153180,129.132920,0.00
35.153180,129.132810,3.04
35.153180,129.132700,4.29
35.153180,129.132590,3.04
35.153180,129.132480,0.00
35.153180,129.132370,0.73
35.153180,129.132260,0.47
35.153180,129.132150,0.20
35.153180,129.132040,0.16
35.153180,129.131930,0.59
35.153090,129.131930,0.76
35.153090,129.132040,0.39
35.153090,129.132150,0.11
35.153090,129.132260,0.09
35.153090,129.132370,0.78
35.153090,129.132480,0.00
35.153090,129.132590,4.29
35.153090,129.132700,6.07
35.153090,129.132810,4.29
35.153090,129.132920,0.00
35.153090,129.133030,2.14
35.153090,129.133140,0.00
35.153090,129.133250,4.90
35.153090,129.133360,9.80
35.153090,129.133470,12.00
35.153090,129.133580,9.80
35.153090,129.133690,4.90
35.153090,129.133800,0.00
35.153090,129.133910,0.86
35.153090,129.134020,0.50
35.153000,129.134020,0.43
35.153000,129.133910,0.99
35.153000,129.133800,0.07
35.153000,129.133690,0.00
35.153000,129.133580,4.90
35.153000,129.133470,6.93
35.153000,129.133360,4.90
35.153000,129.133250,0.00
35.153000,129.133140,2.14
35.153000,129.133030,4.59
35.153000,129.132920,5.75
35.153000,129.132810,4.59
35.153000,129.132700,4.29
35.153000,129.132590,3.04
35.153000,129.132480,0.00
35.153000,129.132370,0.95
35.153000,129.132260,0.45
35.153000,129.132150,0.72
35.153000,129.132040,0.00
35.153000,129.131930,0.00
35.152910,129.131930,2.29
35.152910,129.132040,1.62
35.152910,129.132150,0.00
35.152910,129.132260,0.37
35.152910,129.132370,0.61
35.152910,129.132480,0.00
35.152910,129.132590,2.14
35.152910,129.132700,4.59
35.152910,129.132810,6.92
35.152910,129.132920,7.91
35.152910,129.133030,6.92
35.152910,129.133140,4.59
35.152910,129.133250,2.14
35.152910,129.133360,0.00
35.152910,129.133470,0.00
35.152910,129.133580,0.00
35.152910,129.133690,0.00
35.152910,129.133800,0.00
35.152910,129.133910,0.00
35.152910,129.134020,0.60
35.152820,129.134020,0.00
35.152820,129.133910,4.14
35.152820,129.133800,5.85
35.152820,129.133690,4.14
35.152820,129.133580,0.00
35.152820,129.133470,0.36
35.152820,129.133360,2.14
35.152820,129.133250,4.59
35.152820,129.133140,6.92
35.152820,129.133030,8.64
35.152820,129.132920,9.30
35.152820,129.132810,8.64
35.152820,129.132700,6.92
35.152820,129.132590,4.59
35.152820,129.132480,2.14
35.152820,129.132370,0.00
35.152820,129.132260,0.95
35.152820,129.132150,0.00
35.152820,129.132040,2.29
35.152820,129.131930,3.23
35.152730,129.131930,2.29
35.152730,129.132040,1.62
35.152730,129.132150,0.00
35.152730,129.132260,0.25
35.152730,129.132370,0.00
35.152730,129.132480,3.02
35.152730,129.132590,5.75
35.152730,129.132700,7.91
35.152730,129.132810,9.30
35.152730,129.132920,9.78
35.152730,129.133030,9.30
35.152730,129.133140,7.91
35.152730,129.133250,5.75
35.152730,129.133360,3.02
35.152730,129.133470,0.00
35.152730,129.133580,4.14
35.152730,129.133690,8.70
35.152730,129.133800,10.82
35.152730,129.133910,8.70
35.152730,129.134020,4.14
35.152640,129.134020,8.70
35.152640,129.133910,12.59
35.152640,129.133800,14.13
35.152640,129.133690,12.59
35.152640,129.133580,8.70
35.152640,129.133470,4.14
35.152640,129.133360,2.14
35.152640,129.133250,4.59
35.152640,129.133140,6.92
35.152640,129.133030,8.64
35.152640,129.132920,9.30
35.152640,129.132810,8.64
35.152640,129.132700,6.92
35.152640,129.132590,4.59
35.152640,129.132480,2.14
35.152640,129.132370,0.00
35.152640,129.132260,0.79
35.152640,129.132150,0.39
35.152640,129.132040,0.00
35.152640,129.131930,0.00
35.152550,129.131930,0.33
35.152550,129.132040,0.00
35.152550,129.132150,0.33
35.152550,129.132260,0.90
35.152550,129.132370,0.12
35.152550,129.132480,0.00
35.152550,129.132590,2.14
35.152550,129.132700,4.59
35.152550,129.132810,6.92
35.152550,129.132920,7.91
35.152550,129.133030,6.92
35.152550,129.133140,4.59
35.152550,129.133250,2.14
35.152550,129.133360,0.00
35.152550,129.133470,5.85
35.152550,129.133580,10.82
35.152550,129.133690,14.13
35.152550,129.133800,15.30
35.152550,129.133910,14.13
35.152550,129.134020,10.82
35.152460,129.134020,8.70
35.152460,129.133910,12.59
35.152460,129.133800,14.13
35.152460,129.133690,12.59
35.152460,129.133580,8.70
35.152460,129.133470,4.14
35.152460,129.133360,0.00
35.152460,129.133250,0.00
35.152460,129.133140,2.14
35.152460,129.133030,4.59
35.152460,129.132920,5.75
35.152460,129.132810,4.59
35.152460,129.132700,2.14
35.152460,129.132590,0.00
35.152460,129.132480,0.17
35.152460,129.132370,0.36
35.152460,129.132260,0.91
35.152460,129.132150,0.65
35.152460,129.132040,3.73
35.152460,129.131930,0.98
35.152370,129.131930,0.00
35.152370,129.132040,0.00
35.152370,129.132150,0.00
35.152370,129.132260,0.23
35.152370,129.132370,0.44
35.152370,129.132480,0.65
35.152370,129.132590,0.65
35.152370,129.132700,0.00
35.152370,129.132810,2.14
35.152370,129.132920,3.02
35.152370,129.133030,2.14
35.152370,129.133140,0.00
35.152370,129.133250,0.40
35.152370,129.133360,0.00
35.152370,129.133470,1.26
35.152370,129.133580,1.78
35.152370,129.133690,8.70
35.152370,129.133800,10.82
35.152370,129.133910,8.70
35.152370,129.134020,4.14
35.152280,129.134020,0.00
35.152280,129.133910,4.14
35.152280,129.133800,5.85
35.152280,129.133690,4.14
35.152280,129.133580,3.38
35.152280,129.133470,2.70
35.152280,129.133360,1.26
35.152280,129.133250,0.00
35.152280,129.133140,0.79
35.152280,129.133030,0.00
35.152280,129.132920,0.00
35.152280,129.132810,0.00
35.152280,129.132700,0.08
35.152280,129.132590,0.06
35.152280,129.132480,0.15
35.152280,129.132370,0.71
35.152280,129.132260,0.00
35.152280,129.132150,4.27
35.152280,129.132040,6.04
35.152280,129.131930,4.27
35.152190,129.131930,8.54
35.152190,129.132040,10.46
35.152190,129.132150,8.54
35.152190,129.132260,4.27
35.152190,129.132370,0.00
35.152190,129.132480,0.13
35.152190,129.132590,0.81
35.152190,129.132700,0.85
35.152190,129.132810,0.98
35.152190,129.132920,0.74
35.152190,129.133030,0.77
35.152190,129.133140,0.00
35.152190,129.133250,1.26
35.152190,129.133360,2.70
35.152190,129.133470,4.07
35.152190,129.133580,4.65
35.152190,129.133690,4.07
35.152190,129.133800,0.00
35.152190,129.133910,0.00
35.152190,129.134020,0.00
35.152100,129.134020,1.26
35.152100,129.133910,2.70
35.152100,129.133800,4.07
35.152100,129.133690,5.08
35.152100,129.133580,5.47
35.152100,129.133470,5.08
35.152100,129.133360,4.07
35.152100,129.133250,2.70
35.152100,129.133140,1.26
35.152100,129.133030,0.00
35.152100,129.132920,0.00
35.152100,129.132810,0.00
35.152100,129.132700,0.88
35.152100,129.132590,0.00
35.152100,129.132480,3.73
35.152100,129.132370,0.00
35.152100,129.132260,6.04
35.152100,129.132150,10.46
35.152100,129.132040,12.08
35.152100,129.131930,10.46
35.152010,129.131930,8.54
35.152010,129.132040,10.46
35.152010,129.132150,8.54
35.152010,129.132260,4.27
35.152010,129.132370,0.00
35.152010,129.132480,0.82
35.152010,129.132590,0.76
35.152010,129.132700,0.00
35.152010,129.132810,4.85
35.152010,129.132920,6.86
35.152010,129.133030,4.85
35.152010,129.133140,1.78
35.152010,129.133250,3.38
35.152010,129.133360,4.65
35.152010,129.133470,5.47
35.152010,129.133580,5.78
35.152010,129.133690,5.47
35.152010,129.133800,4.65
35.152010,129.133910,3.38
35.152010,129.134020,1.78
35.151920,129.134020,1.26
35.151920,129.133910,2.70
35.151920,129.133800,4.07
35.151920,129.133690,5.08
35.151920,129.133580,5.47
35.151920,129.133470,5.08
35.151920,129.133360,4.07
35.151920,129.133250,2.70
35.151920,129.133140,0.00
35.151920,129.133030,6.86
35.151920,129.132920,9.70
35.151920,129.132810,6.86
35.151920,129.132700,0.00
35.151920,129.132590,0.49
35.151920,129.132480,0.11
35.151920,129.132370,0.09
35.151920,129.132260,0.00
35.151920,129.132150,4.27
35.151920,129.132040,6.04
35.151920,129.131930,4.27
35.151830,129.131930,0.00
35.151830,129.132040,0.00
35.151830,129.132150,0.00
35.151830,129.132260,0.08
35.151830,129.132370,0.22
35.151830,129.132480,0.36
35.151830,129.132590,0.59
35.151830,129.132700,0.00
35.151830,129.132810,4.85
35.151830,129.132920,6.86
35.151830,129.133030,4.85
35.151830,129.133140,0.00
35.151830,129.133250,1.26
35.151830,129.133360,2.70
35.151830,129.133470,4.07
35.151830,129.133580,4.65
35.151830,129.133690,4.07
35.151830,129.133800,2.70
35.151830,129.133910,1.26
35.151830,129.134020,0.00
35.151740,129.134020,0.97
35.151740,129.133910,0.00
35.151740,129.133800,1.26
35.151740,129.133690,2.70
35.151740,129.133580,3.38
35.151740,129.133470,2.70
35.151740,129.133360,1.26
35.151740,129.133250,0.00
35.151740,129.133140,0.13
35.151740,129.133030,0.00
35.151740,129.132920,0.00
35.151740,129.132810,0.00
35.151740,129.132700,0.41
35.151740,129.132590,0.37
35.151740,129.132480,0.76
35.151740,129.132370,0.01
35.151740,129.132260,0.97
35.151740,129.132150,0.66
35.151740,129.132040,3.73
35.151740,129.131930,0.19
35.151650,129.131930,0.74
35.151650,129.132040,0.00
35.151650,129.132150,0.67
35.151650,129.132260,0.15
35.151650,129.132370,0.39
35.151650,129.132480,0.87
35.151650,129.132590,0.15
35.151650,129.132700,0.09
35.151650,129.132810,0.79
35.151650,129.132920,0.01
35.151650,129.133030,0.90
35.151650,129.133140,0.56
35.151650,129.133250,0.37
35.151650,129.133360,0.00
35.151650,129.133470,1.26
35.151650,129.133580,1.78
35.151650,129.133690,1.26
35.151650,129.133800,0.00
35.151650,129.133910,0.63
35.151650,129.134020,0.53
35.151560,129.134020,0.03
35.151560,129.133910,0.55
35.151560,129.133800,0.78
35.151560,129.133690,0.00
35.151560,129.133580,0.00
35.151560,129.133470,0.00
35.151560,129.133360,0.28
35.151560,129.133250,0.32
35.151560,129.133140,0.92
35.151560,129.133030,0.45
35.151560,129.132920,0.51
35.151560,129.132810,0.27
35.151560,129.132700,0.70
35.151560,129.132590,0.29
35.151560,129.132480,0.08
35.151560,129.132370,0.67
35.151560,129.132260,0.78
35.151560,129.132150,0.01
35.151560,129.132040,0.39
35.151560,129.131930,0.68
