latitude,longitude,depth
35.153056,129.131650,94.0
35.153055,129.131761,98.0
35.153054,129.131872,95.0
35.153054,129.131982,97.0
35.153055,129.132100,96.0
35.153054,129.132206,95.0
35.153055,129.132315,97.0
35.153056,129.132422,91.0
35.153056,129.132537,97.0
35.153058,129.132642,98.0
35.153052,129.132744,97.0
35.152961,129.132747,98.0
35.152960,129.132639,96.0
35.152964,129.132530,93.0
35.152968,129.132420,98.0
35.152966,129.132317,93.0
35.152970,129.132203,94.0
35.152967,129.132082,93.0
35.152961,129.131979,94.0
35.152963,129.131869,98.0
35.152966,129.131758,92.0
35.152968,129.131646,93.0
35.152877,129.131645,90.0
35.152880,129.131756,90.0
35.152878,129.131865,90.0
35.152877,129.131968,83.0
35.152878,129.132085,91.0
35.152878,129.132195,91.0
35.152873,129.132305,92.0
35.152876,129.132421,91.0
35.152872,129.132522,91.0
35.152873,129.132633,90.0
35.152872,129.132748,90.0
35.152788,129.132745,90.0
35.152787,129.132635,92.0
35.152790,129.132519,93.0
35.152786,129.132423,93.0
35.152790,129.132303,93.0
35.152790,129.132200,94.0
35.152791,129.132090,92.0
35.152792,129.131970,93.0
35.152788,129.131866,92.0
35.152791,129.131758,91.0
35.152796,129.131646,90.0
35.152708,129.131645,91.0
35.152711,129.131758,91.0
35.152713,129.131871,95.0
35.152708,129.131972,95.0
35.152712,129.132099,97.0
35.152707,129.132202,97.0
35.152702,129.132315,90.0
35.152704,129.132420,90.0
35.152703,129.132527,97.0
35.152699,129.132645,98.0
35.152702,129.132749,94.0
35.152608,129.132749,94.0
35.152607,129.132635,94.0
35.152609,129.132527,94.0
35.152612,129.132420,90.0
35.152614,129.132310,90.0
35.152618,129.132187,91.0
35.152617,129.132084,91.0
35.152618,129.131977,92.0
35.152620,129.131864,94.0
35.152624,129.131758,94.0
35.152624,129.131647,94.0
35.152538,129.131645,94.0
35.152539,129.131761,91.0
35.152531,129.131868,91.0
35.152535,129.131975,91.0
35.152531,129.132084,90.0
35.152534,129.132192,90.0
35.152531,129.132310,94.0
35.152528,129.132414,94.0
35.152523,129.132529,95.0
35.152528,129.132643,96.0
35.152519,129.132744,99.0
35.152435,129.132749,94.0
35.152438,129.132635,95.0
35.152441,129.132534,94.0
35.152450,129.132419,94.0
35.152451,129.132306,94.0
35.152455,129.132197,96.0
35.152455,129.132084,96.0
35.152452,129.131974,97.0
35.152454,129.131870,98.0
35.152464,129.131754,99.0
35.152457,129.131661,95.0
35.152368,129.131657,96.0
35.152373,129.131765,90.0
35.152373,129.131866,95.0
35.152367,129.131982,93.0
35.152368,129.132090,92.0
35.152365,129.132205,96.0
35.152364,129.132312,96.0
35.152361,129.132431,98.0
35.152359,129.132532,97.0
35.152359,129.132653,96.0
35.152362,129.132754,92.0
35.152266,129.132744,93.0
35.152266,129.132645,93.0
35.152272,129.132532,92.0
35.152266,129.132441,95.0
35.152271,129.132319,96.0
35.152274,129.132207,99.0
35.152277,129.132094,98.0
35.152283,129.131978,97.0
35.152280,129.131868,93.0
35.152280,129.131760,96.0
35.152278,129.131654,96.0
35.152192,129.131648,90.0
35.152188,129.131754,92.0
35.152188,129.131877,93.0
35.152181,129.131980,93.0
35.152184,129.132103,92.0
35.152181,129.132217,91.0
35.152179,129.132334,96.0
35.152178,129.132439,93.0
35.152174,129.132549,94.0
35.152171,129.132659,95.0
35.152168,129.132771,96.0
