10.78925135,11.84112068,14.17731802,14.01658167,14.44263791,17.23173424,16.16443875,12.93280929,14.23675139,16.09377568,17.38865471,14.58679749,17.16431032,14.68185401,15.5284126,13.19650258,15.6555702,13.44793736,14.60493706,14.64395268
12.09829807,10.78926677,11.69537713,11.5622462,12.83317143,13.86370248,14.21970655,15.44318336,12.64661548,14.98796379,14.52135688,16.04892391,17.99068506,15.44515751,15.86446846,12.89381319,13.90270272,15.79595581,17.1028676,13.82507372
13.02434182,11.92506479,12.86895203,12.49945526,13.96506036,13.27839009,13.42224881,13.03089765,13.9674041,12.85876576,11.80902542,13.75112397,15.5205694,18.44454329,17.51565011,14.8292377,13.67094186,15.248523,17.77563224,15.46473683
12.99003757,10.56760645,10.54055824,11.84828606,12.13566713,11.44999717,11.95476844,13.18630236,12.23378645,10.75134233,11.98484413,13.78036278,13.332557,15.99403775,17.57129324,15.46098118,14.19954063,12.63892946,14.49371371,13.69731654
10.73182191,10.88972634,9.720514555,11.01157955,9.890353815,9.699088641,11.42944641,13.1020042,12.50901359,10.39513554,9.757432667,11.4838379,13.33702001,15.82107233,18.92750085,17.12082524,15.85950124,13.50423019,12.97293831,11.83113521
9.491093749,11.05785259,10.00467916,10.04820285,11.78754742,10.88171123,11.81841655,11.21600058,11.3503306,9.696373699,8.299181252,9.390719067,10.91078557,12.80668004,15.30152871,15.53758236,17.40091196,15.88996436,15.1394521,12.57065755
8.052444116,8.903370992,10.31166651,11.60481528,12.75107248,10.93774485,10.53381677,12.29860171,11.37644112,10.65963448,9.377934572,11.07680964,8.930827628,10.25927041,12.29041194,12.56611965,15.03968666,13.87126814,13.52495555,12.50570591
8.686870094,10.05563849,10.9866853,12.34088479,14.08892556,11.45290317,9.41379677,10.15259768,9.98166455,11.96987543,10.63934243,12.03553092,10.40356597,8.44403611,10.08004022,11.72319978,12.69542482,12.06614876,13.73271761,11.37084314
7.313592458,8.602985233,9.594944579,10.22289556,11.83035127,11.59497818,10.38376685,11.38114132,9.858983366,10.07702048,11.05389718,11.23804108,11.11283616,9.612109812,11.26924888,11.29646487,10.46389641,11.71268256,13.74303568,11.19432604
7.106002228,8.184257361,8.265562707,9.010051705,9.485312463,9.653908661,10.03171361,9.969297405,10.5980225,8.677141003,8.878638844,10.47147867,10.75886957,11.35335585,10.12531395,11.08692319,9.709509165,9.959337403,11.71310492,13.36546195
8.286883821,7.147410484,8.445697622,8.923699499,8.917206658,10.27277891,11.38992641,11.30182442,11.86220343,9.905850903,10.47856111,10.01639224,10.70464241,10.71845993,9.870854354,9.196787851,8.62449244,8.550080884,9.871458465,10.8699295
8.827334068,7.928851694,7.148120213,8.112542987,7.689369415,9.139023679,10.71544113,9.682164071,10.81940182,9.590527331,10.47141516,8.459273601,9.507057284,11.0682538,10.71370069,9.165850916,9.540284146,9.757411062,9.76993687,8.873656683
7.185851574,8.429919936,8.248111316,8.544551176,8.772970793,9.30880094,11.05259424,10.38897974,11.45658947,11.00407199,8.822338601,8.516315502,9.862885504,8.87649468,10.10488871,9.257904631,9.409990489,8.021261858,8.909064105,7.187823966
8.574977014,9.791363227,9.146147092,9.132310445,7.370691154,7.980053495,9.157250648,8.488389227,9.752579648,10.58835824,9.72343657,8.773539344,8.060498122,7.861918524,8.487471649,8.507636023,8.006024658,7.90464174,7.189029436,7.519329131
8.013960873,9.098127454,9.100487988,8.651111395,7.208673233,7.883684212,8.428831138,8.463347001,8.608355392,9.192214114,9.724584219,9.957173861,9.356606518,8.200860211,8.625173884,7.964145435,8.234278101,9.324331127,8.057095903,6.505509334
8.248965589,9.264896159,9.097137706,8.0795416,7.191459702,8.442115515,8.889108675,8.948879284,10.27714991,10.24721388,9.098548367,10.80298889,11.12594611,9.407777493,9.601730569,8.777817161,9.84552449,11.08033312,9.025523985,7.448402841
7.694546212,7.771195241,7.923660709,8.769828829,7.512669748,6.957269154,8.156532345,9.094991072,9.117254136,9.950935994,8.617906103,10.18541959,9.580466627,7.819489365,8.893564687,8.972770987,8.278028268,9.199060559,9.628602988,8.762746607
8.318533632,7.418740722,8.17338406,7.392744803,7.924524023,7.819798139,8.636073613,10.33403681,8.430367229,9.71965722,9.476845603,8.769237478,8.40769794,8.15468829,8.413758846,9.645392729,8.65442596,9.055580693,10.45909282,10.07736073
6.756111096,7.095134111,7.472668001,6.77448375,6.470548467,6.911293966,7.167592288,8.26934346,7.66637814,8.036536066,8.037890985,9.522500422,8.950155272,8.509440515,7.931794662,9.116072291,7.806164007,8.68203569,10.17681186,11.63349937
7.597470926,6.453398948,7.275972791,7.724599915,6.476569845,6.852063098,7.575247754,8.691325584,7.796049258,7.534155988,6.995561276,8.385934232,8.083586805,9.498675464,9.177890802,8.987605957,7.699452764,9.237371875,9.362840408,9.843924316
