latitude,longitude,depth
100,100,0.66
100,101,0.70
100,102,0.38
100,103,0.72
100,104,0.50
100,105,0.79
100,106,0.00
100,107,0.00
100,108,0.00
100,109,0.36
100,110,0.15
100,111,0.00
100,112,4.90
100,113,9.80
100,114,12.00
100,115,9.80
100,116,4.90
100,117,0.00
100,118,0.28
100,119,0.13
101,100,0.59
101,101,0.16
101,102,0.20
101,103,0.47
101,104,0.73
101,105,0.00
101,106,3.04
101,107,4.29
101,108,3.04
101,109,0.00
101,110,0.54
101,111,0.00
101,112,6.93
101,113,12.00
101,114,13.86
101,115,12.00
101,116,6.93
101,117,0.00
101,118,0.13
101,119,0.50
102,100,0.76
102,101,0.39
102,102,0.11
102,103,0.09
102,104,0.78
102,105,0.00
102,106,4.29
102,107,6.07
102,108,4.29
102,109,0.00
102,110,2.14
102,111,0.00
102,112,4.90
102,113,9.80
102,114,12.00
102,115,9.80
102,116,4.90
102,117,0.00
102,118,0.86
102,119,0.50
103,100,0.00
103,101,0.00
103,102,0.72
103,103,0.45
103,104,0.95
103,105,0.00
103,106,3.04
103,107,4.29
103,108,4.59
103,109,5.75
103,110,4.59
103,111,2.14
103,112,0.00
103,113,4.90
103,114,6.93
103,115,4.90
103,116,0.00
103,117,0.07
103,118,0.99
103,119,0.43
104,100,2.29
104,101,1.62
104,102,0.00
104,103,0.37
104,104,0.61
104,105,0.00
104,106,2.14
104,107,4.59
104,108,6.92
104,109,7.91
104,110,6.92
104,111,4.59
104,112,2.14
104,113,0.00
104,114,0.00
104,115,0.00
104,116,0.00
104,117,0.00
104,118,0.00
104,119,0.60
105,100,3.23
105,101,2.29
105,102,0.00
105,103,0.95
105,104,0.00
105,105,2.14
105,106,4.59
105,107,6.92
105,108,8.64
105,109,9.30
105,110,8.64
105,111,6.92
105,112,4.59
105,113,2.14
105,114,0.36
105,115,0.00
105,116,4.14
105,117,5.85
105,118,4.14
105,119,0.00
106,100,2.29
106,101,1.62
106,102,0.00
106,103,0.25
106,104,0.00
106,105,3.02
106,106,5.75
106,107,7.91
106,108,9.30
106,109,9.78
106,110,9.30
106,111,7.91
106,112,5.75
106,113,3.02
106,114,0.00
106,115,4.14
106,116,8.70
106,117,10.82
106,118,8.70
106,119,4.14
107,100,0.00
107,101,0.00
107,102,0.39
107,103,0.79
107,104,0.00
107,105,2.14
107,106,4.59
107,107,6.92
107,108,8.64
107,109,9.30
107,110,8.64
107,111,6.92
107,112,4.59
107,113,2.14
107,114,4.14
107,115,8.70
107,116,12.59
107,117,14.13
107,118,12.59
107,119,8.70
108,100,0.33
108,101,0.00
108,102,0.33
108,103,0.90
108,104,0.12
108,105,0.00
108,106,2.14
108,107,4.59
108,108,6.92
108,109,7.91
108,110,6.92
108,111,4.59
108,112,2.14
108,113,0.00
108,114,5.85
108,115,10.82
108,116,14.13
108,117,15.30
108,118,14.13
108,119,10.82
109,100,0.98
109,101,3.73
109,102,0.65
109,103,0.91
109,104,0.36
109,105,0.17
109,106,0.00
109,107,2.14
109,108,4.59
109,109,5.75
109,110,4.59
109,111,2.14
109,112,0.00
109,113,0.00
109,114,4.14
109,115,8.70
109,116,12.59
109,117,14.13
109,118,12.59
109,119,8.70
110,100,0.00
110,101,0.00
110,102,0.00
110,103,0.23
110,104,0.44
110,105,0.65
110,106,0.65
110,107,0.00
110,108,2.14
110,109,3.02
110,110,2.14
110,111,0.00
110,112,0.40
110,113,0.00
110,114,1.26
110,115,1.78
110,116,8.70
110,117,10.82
110,118,8.70
110,119,4.14
111,100,4.27
111,101,6.04
111,102,4.27
111,103,0.00
111,104,0.71
111,105,0.15
111,106,0.06
111,107,0.08
111,108,0.00
111,109,0.00
111,110,0.00
111,111,0.79
111,112,0.00
111,113,1.26
111,114,2.70
111,115,3.38
111,116,4.14
111,117,5.85
111,118,4.14
111,119,0.00
112,100,8.54
112,101,10.46
112,102,8.54
112,103,4.27
112,104,0.00
112,105,0.13
112,106,0.81
112,107,0.85
112,108,0.98
112,109,0.74
112,110,0.77
112,111,0.00
112,112,1.26
112,113,2.70
112,114,4.07
112,115,4.65
112,116,4.07
112,117,0.00
112,118,0.00
112,119,0.00
113,100,10.46
113,101,12.08
113,102,10.46
113,103,6.04
113,104,0.00
113,105,3.73
113,106,0.00
113,107,0.88
113,108,0.00
113,109,0.00
113,110,0.00
113,111,1.26
113,112,2.70
113,113,4.07
113,114,5.08
113,115,5.47
113,116,5.08
113,117,4.07
113,118,2.70
113,119,1.26
114,100,8.54
114,101,10.46
114,102,8.54
114,103,4.27
114,104,0.00
114,105,0.82
114,106,0.76
114,107,0.00
114,108,4.85
