latitude,longitude,depth
100,100,0.36
100,101,0.10
100,102,0.05
100,103,0.72
100,104,0.12
100,105,0.72
100,106,0.36
100,107,0.46
100,108,0.31
100,109,0.27
100,110,0.45
100,111,0.93
100,112,0.73
100,113,0.98
100,114,0.10
100,115,0.56
100,116,0.09
100,117,0.10
100,118,0.24
100,119,0.29
101,100,0.81
101,101,0.87
101,102,0.00
101,103,0.00
101,104,0.00
101,105,0.37
101,106,0.34
101,107,0.14
101,108,0.71
101,109,0.26
101,110,0.91
101,111,0.54
101,112,0.13
101,113,0.89
101,114,0.81
101,115,0.60
101,116,0.72
101,117,0.78
101,118,0.88
101,119,0.48
102,100,0.57
102,101,0.00
102,102,2.03
102,103,2.87
102,104,2.03
102,105,0.00
102,106,0.05
102,107,0.32
102,108,0.21
102,109,0.34
102,110,0.09
102,111,0.05
102,112,0.09
102,113,0.76
102,114,0.40
102,115,0.79
102,116,0.31
102,117,0.27
102,118,0.09
102,119,0.20
103,100,0.00
103,101,2.03
103,102,3.92
103,103,5.55
103,104,3.92
103,105,2.03
103,106,0.00
103,107,0.85
103,108,0.00
103,109,0.00
103,110,0.00
103,111,0.89
103,112,0.09
103,113,0.88
103,114,0.37
103,115,0.02
103,116,0.21
103,117,0.13
103,118,0.67
103,119,0.10
104,100,2.03
104,101,3.92
104,102,6.80
104,103,7.85
104,104,6.80
104,105,3.92
104,106,2.03
104,107,0.00
104,108,2.71
104,109,3.83
104,110,2.71
104,111,0.00
104,112,0.20
104,113,0.33
104,114,0.31
104,115,0.99
104,116,0.12
104,117,0.95
104,118,0.25
104,119,0.31
105,100,3.92
105,101,6.80
105,102,8.77
105,103,9.61
105,104,8.77
105,105,6.80
105,106,3.92
105,107,2.03
105,108,5.69
105,109,7.08
105,110,5.69
105,111,2.71
105,112,0.00
105,113,0.72
105,114,0.41
105,115,0.09
105,116,0.36
105,117,0.82
105,118,0.11
105,119,0.20
106,100,6.80
106,101,8.77
106,102,10.18
106,103,10.72
106,104,10.18
106,105,8.77
106,106,6.80
106,107,3.92
106,108,8.23
106,109,9.25
106,110,8.23
106,111,5.69
106,112,2.71
106,113,0.00
106,114,0.52
106,115,0.90
106,116,0.33
106,117,0.13
106,118,0.60
106,119,0.85
107,100,7.85
107,101,9.61
107,102,10.72
107,103,11.10
107,104,10.72
107,105,9.61
107,106,7.85
107,107,5.55
107,108,9.25
107,109,9.50
107,110,9.25
107,111,7.08
107,112,3.83
107,113,0.00
107,114,0.28
107,115,0.24
107,116,0.00
107,117,0.00
107,118,0.00
107,119,0.70
108,100,6.80
108,101,8.77
108,102,10.18
108,103,10.72
108,104,10.18
108,105,8.77
108,106,6.80
108,107,3.92
108,108,8.23
108,109,9.25
108,110,8.23
108,111,5.69
108,112,2.71
108,113,0.00
108,114,0.47
108,115,0.00
108,116,2.91
108,117,4.11
108,118,2.91
108,119,0.00
109,100,3.92
109,101,6.80
109,102,8.77
109,103,9.61
109,104,8.77
109,105,6.80
109,106,3.92
109,107,2.03
109,108,5.69
109,109,7.08
109,110,5.69
109,111,0.00
109,112,0.00
109,113,0.41
109,114,0.00
109,115,2.91
109,116,6.32
109,117,7.94
109,118,6.32
109,119,2.91
110,100,2.03
110,101,3.92
110,102,6.80
110,103,7.85
110,104,6.80
110,105,3.92
110,106,2.03
110,107,0.78
110,108,4.12
110,109,3.83
110,110,4.12
110,111,5.83
110,112,4.12
110,113,0.00
110,114,2.91
110,115,6.32
110,116,9.72
110,117,11.22
110,118,9.72
110,119,6.32
111,100,0.00
111,101,2.03
111,102,3.92
111,103,5.55
111,104,3.92
111,105,2.03
111,106,0.37
111,107,0.00
111,108,0.00
111,109,0.00
111,110,5.83
111,111,8.24
